timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-14T00:10:10,codecarbon,5c6f9ec3-d8a4-4b03-aee8-6a0fe88e6ab2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,119.58378789399283,0.0003525870142264,2.9484516290701e-06,22.5,0.0,6.0,0.0007472422229315,0,0.0001991790048299,0.0009464212277615,United States,USA,massachusetts,,,macOS-12.6-x86_64-i386-64bit,3.11.10,2.8.0,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,-71.095,42.3252,16.0,machine,N,1.0
2024-12-14T00:16:44,codecarbon,4ff6e145-6fe4-4d5e-b53b-f9e0132abd99,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,93.66295572801027,0.00027618639587886256,2.9487260329567832e-06,22.5,0.0,6.0,0.000585308245437591,0,0.0001560368901800394,0.0007413451356176309,United States,USA,massachusetts,,,macOS-12.6-x86_64-i386-64bit,3.11.10,2.8.0,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,-71.095,42.3252,16.0,machine,N,1.0
